DexNumber,Name,DefName,Type1,Type2,HP,Attack,Defense,SpAttack,SpDefense,Speed,Size,SizeMulti,Mass,GenderDifference,BaseFriendship,GenderLess,FemaleRatio,EvolTier,EvolLine,EvolMax,LvlBasedEvolution,EvolLvl,Baby,Fossil,Legendary,ParticularSpawn,Rarity,MinWildLvl,MaxWildLvl,XpCategory,CatchRate,EggGroup1,EggGroup2,EggCycles,EggLayTime,EggHatchTime,ExpYield,HPEv,AttackEv,DefenseEv,SpAttackEv,SpDefenseEv,SpeedEv,RimworldShape
546,Cottonee,Cottonee,Grass,Fairy,40,27,60,37,50,66,0.3,1,0.6,0,70,0,0.5,1,278,0,0,0,0,0,0,0,2,9,21,MediumFast,190,Fairy,Grass,20,6.7,13.4,56,0,0,0,0,0,1,HeadPokemon
547,Whimsicott,Whimsicott,Grass,Fairy,60,67,85,77,75,116,0.7,1,6.6,0,70,0,0.5,2,278,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Fairy,Grass,20,6.7,13.4,168,0,0,0,0,0,2,BipedPokemon
548,Petilil,Petilil,Grass,,45,35,50,70,50,30,0.5,1,6.6,0,70,0,1,1,279,0,0,0,0,0,0,0,2,9,21,MediumFast,190,Grass,,20,6.7,13.4,56,0,0,0,1,0,0,HeadPokemonWithBody
549,Lilligant,Lilligant,Grass,,70,60,75,110,75,90,1.1,1,16.3,0,70,0,1,2,279,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Grass,,20,6.7,13.4,168,0,0,0,2,0,0,NO GOOD FIT
550,Basculin,Basculin,Water,,70,92,65,80,55,98,1,1,18,0,70,0,0.5,1,280,1,0,0,0,0,0,0,4,18,41,MediumFast,25,Water2,,40,13.3,26.6,161,0,0,0,0,0,2,FishPokemonWithPectoralCaudalDorsalFins
551,Sandile,Sandile,Ground,Dark,50,72,35,35,35,65,0.7,1,15.2,0,70,0,0.5,1,281,0,1,29,0,0,0,0,2,11,24,MediumSlow,180,Field,,20,6.7,13.4,58,0,1,0,0,0,0,QuadrupedPokemonWithPawsAndTail
552,Krokorok,Krokorok,Ground,Dark,60,82,45,45,45,74,1,1,33.4,0,70,0,0.5,2,281,0,1,40,0,0,0,0,4,14,35,MediumSlow,90,Field,,20,6.7,13.4,123,0,2,0,0,0,0,BipedPokemonWithTail
553,Krookodile,Krookodile,Ground,Dark,95,117,80,65,70,92,1.5,1,96.3,0,70,0,0.5,3,281,1,0,0,0,0,0,0,6,27,62,MediumSlow,45,Field,,20,6.7,13.4,234,0,3,0,0,0,0,BipedPokemonWithTail
554,Darumaka,Darumaka,Fire,,70,90,45,15,45,50,0.6,1,37.5,0,70,0,0.5,1,282,0,1,35,0,0,0,0,3,13,30,MediumSlow,120,Field,,20,6.7,13.4,63,0,1,0,0,0,0,BipedPokemon
555,Darmanitan,Darmanitan,Fire,,105,140,55,30,55,95,1.3,1,92.9,0,70,0,0.5,2,282,1,0,0,0,0,0,0,5,23,53,MediumSlow,60,Field,,20,6.7,13.4,168,0,2,0,0,0,0,QuadrupedPokemonWithPaws
556,Maractus,Maractus,Grass,,75,86,67,106,67,60,1,1,28,0,70,0,0.5,1,283,1,0,0,0,0,0,0,5,23,53,MediumFast,255,Grass,,20,6.7,13.4,161,0,0,0,2,0,0,NO GOOD FIT
557,Dwebble,Dwebble,Bug,Rock,50,65,85,35,35,55,0.3,1,14.5,0,70,0,0.5,1,284,0,1,34,0,0,0,0,3,12,29,MediumFast,190,Bug,Mineral,20,6.7,13.4,65,0,0,1,0,0,0,InsectPokemonWith4LegsAndClaws
558,Crustle,Crustle,Bug,Rock,70,105,125,65,75,45,1.4,1,200,0,70,0,0.5,2,284,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Bug,Mineral,20,6.7,13.4,170,0,0,2,0,0,0,InsectPokemonWith6Legs
559,Scraggy,Scraggy,Dark,Fighting,50,75,70,35,70,48,0.6,1,11.8,0,35,0,0.5,1,285,0,1,39,0,0,0,0,3,14,34,MediumFast,180,Field,Dragon,15,5,10,70,0,1,0,0,0,0,BipedPokemonWithTail
560,Scrafty,Scrafty,Dark,Fighting,65,90,115,45,115,58,1.1,1,30,0,70,0,0.5,2,285,1,0,0,0,0,0,0,5,23,53,MediumFast,90,Field,Dragon,15,5,10,171,0,0,1,0,1,0,BipedPokemonWithTail
561,Sigilyph,Sigilyph,Psychic,Flying,72,58,80,103,80,97,1.4,1,14,0,70,0,0.5,1,286,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Flying,,20,6.7,13.4,172,0,0,0,2,0,0,HeadPokemonWithBody
562,Yamask,Yamask,Ghost,,38,30,85,55,65,30,0.5,1,1.5,0,70,0,0.5,1,287,0,0,0,0,0,0,0,3,14,32,MediumFast,190,Mineral,Amorphous,25,8.3,16.6,61,0,0,1,0,0,0,HeadPokemonWithArms
563,Cofagrigus,Cofagrigus,Ghost,,58,50,145,95,105,30,1.7,1,76.5,0,70,0,0.5,2,287,1,0,0,0,0,0,0,5,23,53,MediumFast,90,Mineral,Amorphous,25,8.3,16.6,169,0,0,2,0,0,0,HeadPokemonWithArms
564,Tirtouga,Tirtouga,Water,Rock,54,78,103,53,45,22,0.7,1,16.5,0,70,0,0.125,1,288,0,1,37,0,1,0,0,4,13,32,MediumFast,45,Water1,Water3,30,10,20,71,0,0,1,0,0,0,NO GOOD FIT
565,Carracosta,Carracosta,Water,Rock,74,108,133,83,65,32,1.2,1,81,0,70,0,0.125,2,288,1,0,0,0,1,0,0,6,27,62,MediumFast,45,Water1,Water3,30,10,20,173,0,0,2,0,0,0,BipedPokemonWithTail
566,Archen,Archen,Rock,Flying,55,112,45,74,45,70,0.5,1,9.5,0,70,0,0.125,1,289,0,1,37,0,1,0,0,4,13,32,MediumFast,45,Flying,Water3,30,10,20,71,0,1,0,0,0,0,WingedPokemonWithBeak
567,Archeops,Archeops,Rock,Flying,75,140,65,112,65,110,1.4,1,32,0,70,0,0.125,2,289,1,0,0,0,1,0,0,6,27,62,MediumFast,45,Flying,Water3,30,10,20,177,0,2,0,0,0,0,WingedPokemonWithBeak
568,Trubbish,Trubbish,Poison,,50,50,62,40,62,65,0.6,1,31,0,70,0,0.5,1,290,0,1,36,0,0,0,0,2,13,31,MediumFast,190,Mineral,,20,6.7,13.4,66,0,0,0,0,0,1,BipedPokemonWithTail
569,Garbodor,Garbodor,Poison,,80,95,82,60,82,75,1.9,1,107.3,0,70,0,0.5,2,290,1,0,0,0,0,0,0,5,23,53,MediumFast,60,Mineral,,20,6.7,13.4,166,0,2,0,0,0,0,BipedPokemonWithTail
570,Zorua,Zorua,Dark,,40,65,40,80,40,65,0.7,1,12.5,0,70,0,0.125,1,291,0,1,30,0,0,0,0,5,11,25,MediumSlow,75,Field,,25,8.3,16.6,66,0,0,0,1,0,0,QuadrupedPokemonWithPawsAndTail
571,Zoroark,Zoroark,Dark,,60,105,60,120,60,105,1.6,1,81.1,0,70,0,0.125,2,291,1,0,0,0,0,0,0,7,32,74,MediumSlow,45,Field,,20,6.7,13.4,179,0,0,0,2,0,0,BipedPokemon
572,Minccino,Minccino,Normal,,55,50,40,40,40,75,0.4,1,5.8,0,70,0,0.75,1,292,0,0,0,0,0,0,0,1,5,12,Fast,255,Field,,15,5,10,60,0,0,0,0,0,1,BipedPokemonWithTail
573,Cinccino,Cinccino,Normal,,75,95,60,65,60,115,0.5,1,7.5,0,70,0,0.75,2,292,1,0,0,0,0,0,0,3,14,32,Fast,60,Field,,15,5,10,165,0,0,0,0,0,2,BipedPokemonWithTail
574,Gothita,Gothita,Psychic,,45,30,50,55,65,45,0.4,1,5.8,0,70,0,0.75,1,293,0,1,32,0,0,0,0,2,12,27,MediumSlow,200,HumanLike,,20,6.7,13.4,58,0,0,0,0,1,0,BipedPokemon
575,Gothorita,Gothorita,Psychic,,60,45,70,75,85,55,0.7,1,18,0,70,0,0.75,2,293,0,1,41,0,0,0,0,4,14,36,MediumSlow,100,HumanLike,,20,6.7,13.4,137,0,0,0,0,2,0,BipedPokemon
576,Gothitelle,Gothitelle,Psychic,,70,55,95,95,110,65,1.5,1,44,0,70,0,0.75,3,293,1,0,0,0,0,0,0,6,27,62,MediumSlow,50,HumanLike,,20,6.7,13.4,221,0,0,0,0,3,0,BipedPokemon
577,Solosis,Solosis,Psychic,,45,30,40,105,50,20,0.3,1,1,0,70,0,0.5,1,294,0,1,32,0,0,0,0,2,12,27,MediumSlow,200,Amorphous,,20,6.7,13.4,58,0,0,0,1,0,0,HeadPokemon
578,Duosion,Duosion,Psychic,,65,40,50,125,60,30,0.6,1,8,0,70,0,0.5,2,294,0,1,41,0,0,0,0,4,14,36,MediumSlow,100,Amorphous,,20,6.7,13.4,130,0,0,0,2,0,0,HeadPokemonWithBody
579,Reuniclus,Reuniclus,Psychic,,110,65,75,125,85,30,1,2,20.1,0,70,0,0.5,3,294,1,0,0,0,0,0,0,6,27,62,MediumSlow,50,Amorphous,,20,6.7,13.4,221,0,0,0,3,0,0,HeadPokemonWithArms
580,Ducklett,Ducklett,Water,Flying,62,44,50,44,50,55,0.5,1,5.5,0,70,0,0.5,1,295,0,1,35,0,0,0,0,2,13,30,MediumFast,190,Water1,Flying,20,6.7,13.4,61,1,0,0,0,0,0,WingedPokemonWithBeak
581,Swanna,Swanna,Water,Flying,75,87,63,87,63,98,1.3,1,24.2,0,70,0,0.5,2,295,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Water1,Flying,20,6.7,13.4,166,0,0,0,0,0,2,WingedPokemonWithBeak
582,Vanillite,Vanillite,Ice,,36,50,50,65,60,44,0.4,1,5.7,0,70,0,0.5,1,296,0,1,35,0,0,0,0,2,13,30,Slow,255,Mineral,,20,6.7,13.4,61,0,0,0,1,0,0,HeadPokemonWithBody
583,Vanillish,Vanillish,Ice,,51,65,65,80,75,59,1.1,1,41,0,70,0,0.5,2,296,0,1,47,0,0,0,0,4,16,42,Slow,120,Mineral,,20,6.7,13.4,138,0,0,0,2,0,0,HeadPokemonWithBody
584,Vanilluxe,Vanilluxe,Ice,,71,95,85,110,95,79,1.3,1,57.5,0,70,0,0.5,3,296,1,0,0,0,0,0,0,6,27,62,Slow,45,Mineral,,20,6.7,13.4,241,0,0,0,3,0,0,MultipleBodiedPokemon2Head
585,Deerling,Deerling,Normal,Grass,60,60,50,40,50,75,0.6,1,19.5,0,70,0,0.5,1,297,0,1,34,0,0,0,0,2,12,29,MediumFast,190,Field,,20,6.7,13.4,67,0,0,0,0,0,1,QuadrupedPokemonWithHoovesAndTail
586,Sawsbuck,Sawsbuck,Normal,Grass,80,100,70,60,70,95,1.9,1,92.5,0,70,0,0.5,2,297,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Field,,20,6.7,13.4,166,0,2,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
587,Emolga,Emolga,Electric,Flying,55,75,60,75,60,103,0.4,1,5,0,70,0,0.5,1,298,1,0,0,0,0,0,0,4,18,41,MediumFast,200,Field,,20,6.7,13.4,150,0,0,0,0,0,2,BipedPokemonWithTail
588,Karrablast,Karrablast,Bug,,50,75,45,40,45,60,0.5,1,5.9,0,70,0,0.5,1,299,0,0,0,0,0,0,0,3,14,32,MediumFast,200,Bug,,15,5,10,63,0,1,0,0,0,0,BipedPokemon
589,Escavalier,Escavalier,Bug,Steel,70,135,105,60,105,20,1,1,33,0,70,0,0.5,2,299,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Bug,,15,5,10,173,0,2,0,0,0,0,HeadPokemonWithArms
590,Foongus,Foongus,Grass,Poison,69,55,45,55,55,15,0.2,1,1,0,70,0,0.5,1,300,0,1,39,0,0,0,0,3,14,34,MediumFast,190,Grass,,20,6.7,13.4,59,1,0,0,0,0,0,HeadPokemonWithArms
591,Amoonguss,Amoonguss,Grass,Poison,114,85,70,85,80,30,0.6,1,10.5,0,70,0,0.5,2,300,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Grass,,20,6.7,13.4,162,2,0,0,0,0,0,HeadPokemonWithArms
592,Frillish,Frillish,Water,Ghost,55,40,50,65,85,40,1.2,1,33,1,70,0,0.5,1,301,0,1,40,0,0,0,0,3,14,35,MediumFast,190,Amorphous,,20,6.7,13.4,67,0,0,0,0,1,0,TentaclePokemon
593,Jellicent,Jellicent,Water,Ghost,100,60,70,85,105,60,2.2,1,135,1,70,0,0.5,2,301,1,0,0,0,0,0,0,5,23,53,MediumFast,60,Amorphous,,20,6.7,13.4,168,0,0,0,0,2,0,TentaclePokemon
594,Alomomola,Alomomola,Water,,165,75,80,40,45,65,1.2,1,31.6,0,70,0,0.5,1,302,1,0,0,0,0,0,0,4,18,41,Fast,75,Water1,Water2,40,13.3,26.6,165,2,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
595,Joltik,Joltik,Bug,Electric,50,47,50,57,50,65,0.1,1,0.6,0,70,0,0.5,1,303,0,1,36,0,0,0,0,3,13,31,MediumFast,190,Bug,,20,6.7,13.4,64,0,0,0,0,0,1,InsectPokemonWith4Legs
596,Galvantula,Galvantula,Bug,Electric,70,77,60,97,60,108,0.8,1,14.3,0,70,0,0.5,2,303,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Bug,,20,6.7,13.4,165,0,0,0,0,0,2,InsectPokemonWith4LegsAndClaws
597,Ferroseed,Ferroseed,Grass,Steel,44,50,91,24,86,10,0.6,1,18.8,0,70,0,0.5,1,304,0,1,40,0,0,0,0,3,14,35,MediumFast,255,Grass,Mineral,20,6.7,13.4,61,0,0,1,0,0,0,HeadPokemon
598,Ferrothorn,Ferrothorn,Grass,Steel,74,94,131,54,116,20,1,2,110,0,70,0,0.5,2,304,1,0,0,0,0,0,0,5,23,53,MediumFast,90,Grass,Mineral,20,6.7,13.4,171,0,0,2,0,0,0,HeadPokemonWithArms
599,Klink,Klink,Steel,,40,55,70,45,60,30,0.3,1,21,0,70,1,-1,1,305,0,1,38,0,0,0,0,2,13,33,MediumSlow,130,Mineral,,20,6.7,13.4,60,0,0,1,0,0,0,MultipleBodiedPokemon2Head
600,Klang,Klang,Steel,,60,80,95,70,85,50,0.6,1,51,0,70,1,-1,2,305,0,1,49,0,0,0,0,4,16,44,MediumSlow,60,Mineral,,20,6.7,13.4,154,0,0,2,0,0,0,MultipleBodiedPokemon2Head
601,Klinklang,Klinklang,Steel,,60,100,115,70,85,90,0.6,1,81,0,70,1,-1,3,305,1,0,0,0,0,0,0,6,27,62,MediumSlow,30,Mineral,,20,6.7,13.4,234,0,0,3,0,0,0,MultipleBodiedPokemon2Head
602,Tynamo,Tynamo,Electric,,35,55,40,45,40,60,0.2,1,0.3,0,70,0,0.5,1,306,0,1,39,0,0,0,0,2,14,34,Slow,190,Amorphous,,20,6.7,13.4,55,0,0,0,0,0,1,NO GOOD FIT
603,Eelektrik,Eelektrik,Electric,,65,85,70,75,70,40,1.2,1,22,0,70,0,0.5,2,306,0,0,0,0,0,0,0,4,18,41,Slow,60,Amorphous,,20,6.7,13.4,142,0,2,0,0,0,0,SnakePokemon
604,Eelektross,Eelektross,Electric,,85,115,80,105,80,50,2.1,1,80.5,0,70,0,0.5,3,306,1,0,0,0,0,0,0,6,27,62,Slow,30,Amorphous,,20,6.7,13.4,232,0,3,0,0,0,0,NO GOOD FIT
605,Elgyem,Elgyem,Psychic,,55,55,55,85,55,30,0.5,1,9,0,70,0,0.5,1,307,0,1,42,0,0,0,0,4,14,37,MediumFast,255,HumanLike,,20,6.7,13.4,67,0,0,0,1,0,0,BipedPokemonWithTail
606,Beheeyem,Beheeyem,Psychic,,75,75,75,125,95,40,1,1,34.5,0,70,0,0.5,2,307,1,0,0,0,0,0,0,6,27,62,MediumFast,90,HumanLike,,20,6.7,13.4,170,0,0,0,2,0,0,BipedPokemonWithTail
607,Litwick,Litwick,Ghost,Fire,50,30,55,65,55,20,0.3,1,3.1,0,70,0,0.5,1,308,0,1,41,0,0,0,0,2,14,36,MediumSlow,190,Amorphous,,20,6.7,13.4,55,0,0,0,1,0,0,HeadPokemonWithArms
608,Lampent,Lampent,Ghost,Fire,60,40,60,95,60,55,0.6,1,13,0,70,0,0.5,2,308,0,0,0,0,0,0,0,4,18,41,MediumSlow,90,Amorphous,,20,6.7,13.4,130,0,0,0,2,0,0,HeadPokemonWithArms
609,Chandelure,Chandelure,Ghost,Fire,60,55,90,145,90,80,1,1,34.3,0,70,0,0.5,3,308,1,0,0,0,0,0,0,6,27,62,MediumSlow,45,Amorphous,,20,6.7,13.4,234,0,0,0,3,0,0,HeadPokemonWithArms
610,Axew,Axew,Dragon,,46,87,60,30,40,57,0.6,1,18,0,35,0,0.5,1,309,0,1,38,0,0,0,0,3,13,33,Slow,75,Monster,Dragon,40,13.3,26.6,64,0,1,0,0,0,0,BipedPokemonWithTail
611,Fraxure,Fraxure,Dragon,,66,117,70,40,50,67,1,1,36,0,35,0,0.5,2,309,0,1,48,0,0,0,0,5,16,43,Slow,60,Monster,Dragon,40,13.3,26.6,144,0,2,0,0,0,0,BipedPokemonWithTail
612,Haxorus,Haxorus,Dragon,,76,147,90,60,70,97,1.8,1,105.5,0,35,0,0.5,3,309,1,0,0,0,0,0,0,7,32,74,Slow,45,Monster,Dragon,40,13.3,26.6,243,0,3,0,0,0,0,BipedPokemonWithTail
613,Cubchoo,Cubchoo,Ice,,55,70,40,60,40,40,0.5,1,8.5,0,70,0,0.5,1,310,0,1,37,0,0,0,0,3,13,32,MediumFast,120,Field,,20,6.7,13.4,61,0,1,0,0,0,0,BipedPokemonWithTail
614,Beartic,Beartic,Ice,,95,130,80,70,80,50,2.6,1,260,0,70,0,0.5,2,310,1,0,0,0,0,0,0,6,27,62,MediumFast,60,Field,,20,6.7,13.4,177,0,2,0,0,0,0,BipedPokemonWithTail
615,Cryogonal,Cryogonal,Ice,,80,50,50,95,135,105,1.1,1,148,0,70,1,-1,1,311,1,0,0,0,0,0,0,6,27,62,MediumFast,25,Mineral,,25,8.3,16.6,180,0,0,0,0,2,0,HeadPokemon
616,Shelmet,Shelmet,Bug,,50,40,85,40,65,25,0.4,1,7.7,0,70,0,0.5,1,312,0,0,0,0,0,0,0,2,9,21,MediumFast,200,Bug,,15,5,10,61,0,0,1,0,0,0,HeadPokemonWithLegs
617,Accelgor,Accelgor,Bug,,80,70,40,100,60,145,0.8,1,25.3,0,70,0,0.5,2,312,1,0,0,0,0,0,0,5,23,53,MediumFast,75,Bug,,15,5,10,173,0,0,0,0,0,2,NO GOOD FIT
618,Stunfisk,Stunfisk,Ground,Electric,109,66,84,81,99,32,0.7,1,11,0,70,0,0.5,1,313,1,0,0,0,0,0,0,4,18,41,MediumFast,75,Water1,Amorphous,20,6.7,13.4,165,2,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
619,Mienfoo,Mienfoo,Fighting,,45,85,50,55,50,65,0.9,1,20,0,70,0,0.5,1,314,0,1,50,0,0,0,0,3,16,45,MediumSlow,180,Field,HumanLike,25,8.3,16.6,70,0,1,0,0,0,0,BipedPokemonWithTail
620,Mienshao,Mienshao,Fighting,,65,125,60,95,60,105,1.4,1,35.5,0,70,0,0.5,2,314,1,0,0,0,0,0,0,5,23,53,MediumSlow,45,Field,HumanLike,25,8.3,16.6,179,0,2,0,0,0,0,BipedPokemonWithTail
621,Druddigon,Druddigon,Dragon,,77,120,90,60,90,48,1.6,1,139,0,70,0,0.5,1,315,1,0,0,0,0,0,0,6,27,62,MediumFast,45,Monster,Dragon,30,10,20,170,0,2,0,0,0,0,BipedPokemonWithTail
622,Golett,Golett,Ground,Ghost,59,74,50,35,50,35,1,1,92,0,70,1,-1,1,316,0,1,43,0,0,0,0,4,15,38,MediumFast,190,Mineral,,25,8.3,16.6,61,0,1,0,0,0,0,BipedPokemon
623,Golurk,Golurk,Ground,Ghost,89,124,80,55,80,55,2.8,1,330,0,70,1,-1,2,316,1,0,0,0,0,0,0,6,27,62,MediumFast,90,Mineral,,25,8.3,16.6,169,0,2,0,0,0,0,BipedPokemon
624,Pawniard,Pawniard,Dark,Steel,45,85,70,40,40,60,0.5,1,10.2,0,35,0,0.5,1,317,0,1,52,0,0,0,0,3,17,47,MediumFast,120,HumanLike,,20,6.7,13.4,68,0,1,0,0,0,0,BipedPokemon
625,Bisharp,Bisharp,Dark,Steel,65,125,100,60,70,70,1.6,1,70,0,35,0,0.5,2,317,1,0,0,0,0,0,0,5,23,53,MediumFast,45,HumanLike,,20,6.7,13.4,172,0,2,0,0,0,0,BipedPokemon
626,Bouffalant,Bouffalant,Normal,,95,110,95,40,95,55,1.6,1,94.6,0,70,0,0.5,1,318,1,0,0,0,0,0,0,5,23,53,MediumFast,45,Field,,20,6.7,13.4,172,0,2,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
627,Rufflet,Rufflet,Normal,Flying,70,83,50,37,50,60,0.5,1,10.5,0,70,0,0,1,319,0,1,54,0,0,0,0,4,17,49,Slow,190,Flying,,20,6.7,13.4,70,0,1,0,0,0,0,WingedPokemonWithBeak
628,Braviary,Braviary,Normal,Flying,100,123,75,57,75,80,1.5,1,41,0,70,0,0,2,319,1,0,0,0,0,0,0,6,27,62,Slow,60,Flying,,20,6.7,13.4,179,0,2,0,0,0,0,WingedPokemonWithBeak
629,Vullaby,Vullaby,Dark,Flying,70,55,75,45,65,60,0.5,1,9,0,35,0,1,1,320,0,1,54,0,0,0,0,4,17,49,Slow,190,Flying,,20,6.7,13.4,74,0,0,1,0,0,0,WingedPokemonWithBeak
630,Mandibuzz,Mandibuzz,Dark,Flying,110,65,105,55,95,80,1.2,1,39.5,0,35,0,1,2,320,1,0,0,0,0,0,0,6,27,62,Slow,60,Flying,,20,6.7,13.4,179,0,0,0,2,0,0,WingedPokemonWithBeak
631,Heatmor,Heatmor,Fire,,85,97,66,105,66,65,1.4,1,58,0,70,0,0.5,1,321,1,0,0,0,0,0,0,4,18,41,MediumFast,90,Field,,20,6.7,13.4,169,0,0,0,2,0,0,BipedPokemonWithTail
632,Durant,Durant,Bug,Steel,58,109,112,48,48,109,0.3,1,33,0,70,0,0.5,1,322,1,0,0,0,0,0,0,4,18,41,MediumFast,90,Bug,,20,6.7,13.4,169,0,0,2,0,0,0,InsectPokemonWith6Legs
633,Deino,Deino,Dark,Dragon,52,65,50,45,50,38,0.8,1,17.3,0,35,0,0.5,1,323,0,1,50,0,0,0,0,5,16,45,Slow,45,Dragon,,40,13.3,26.6,60,0,1,0,0,0,0,QuadrupedPokemonWithPawsAndTail
634,Zweilous,Zweilous,Dark,Dragon,72,85,70,65,70,58,1.4,1,50,0,35,0,0.5,2,323,0,1,64,0,0,0,0,7,20,59,Slow,45,Dragon,,40,13.3,26.6,147,0,2,0,0,0,0,NO GOOD FIT
635,Hydreigon,Hydreigon,Dark,Dragon,92,105,90,125,90,98,1.8,1,160,0,35,0,0.5,3,323,1,0,0,0,0,0,0,9,41,94,Slow,45,Dragon,,40,13.3,26.6,270,0,0,0,3,0,0,NO GOOD FIT
636,Larvesta,Larvesta,Bug,Fire,55,85,55,50,55,60,1.1,1,28.8,0,70,0,0.5,1,324,0,1,59,0,0,0,0,5,19,54,Slow,45,Bug,,40,13.3,26.6,72,0,1,0,0,0,0,InsectPokemonWith6Legs
637,Volcarona,Volcarona,Bug,Fire,85,60,65,135,105,100,1.6,1,46,0,70,0,0.5,2,324,1,0,0,0,0,0,0,7,32,74,Slow,15,Bug,,40,13.3,26.6,248,0,0,0,3,0,0,InsectPokemonWithWingsAndLegs
638,Cobalion,Cobalion,Steel,Fighting,91,90,129,90,72,108,2.1,1,250,0,35,1,-1,1,325,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,80,26.7,53.4,261,0,0,3,0,0,0,QuadrupedPokemonWithHoovesAndTail
639,Terrakion,Terrakion,Rock,Fighting,91,129,90,72,90,108,1.9,1,260,0,35,1,-1,1,326,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,80,26.7,53.4,261,0,3,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
640,Virizion,Virizion,Grass,Fighting,91,90,72,90,129,108,2,1,200,0,35,1,-1,1,327,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,80,26.7,53.4,261,0,0,0,0,3,0,QuadrupedPokemonWithHooves
641,Tornadus,Tornadus,Flying,,79,115,70,125,80,111,1.5,1,63,0,90,0,0,1,328,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,261,0,3,0,0,0,0,NO GOOD FIT
642,Thundurus,Thundurus,Electric,Flying,79,115,70,125,80,111,1.5,1,61,0,90,0,0,1,329,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,261,0,3,0,0,0,0,NO GOOD FIT
643,Reshiram,Reshiram,Dragon,Fire,100,120,100,150,120,90,3.2,1,330,0,0,1,-1,1,330,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,306,0,0,0,3,0,0,WingedPokemonWithJaw
644,Zekrom,Zekrom,Dragon,Electric,100,150,120,120,100,90,2.9,1,345,0,0,1,-1,1,331,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,306,0,3,0,0,0,0,WingedPokemonWithJaw
645,Landorus,Landorus,Ground,Flying,89,125,90,115,80,101,1.5,1,68,0,90,0,0,1,332,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,270,0,0,0,3,0,0,NO GOOD FIT
646,Kyurem,Kyurem,Dragon,Ice,125,130,90,130,90,95,3,1,325,0,0,1,-1,1,333,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,297,1,1,0,1,0,0,WingedPokemonWithJaw
647,Keldeo,Keldeo,Water,Fighting,91,72,90,129,90,108,1.4,1,48.5,0,35,1,-1,1,334,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,80,26.7,53.4,261,0,0,0,3,0,0,QuadrupedPokemonWithHoovesAndTail
648,Meloetta,Meloetta,Normal,Psychic,100,77,77,128,128,90,0.6,1,6.5,0,100,1,-1,1,335,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,270,0,0,0,1,1,1,BipedPokemon
649,Genesect,Genesect,Bug,Steel,71,120,95,120,95,99,1.5,1,82.5,0,0,1,-1,1,336,1,0,0,0,0,1,0,10,40,92,Slow,3,Undiscovered,,120,40,80,270,0,1,0,1,0,1,BipedPokemon
650,Chespin,Chespin,Grass,,56,61,65,48,45,38,0.4,1,9,0,70,0,0.125,1,337,0,1,16,0,0,0,0,3,8,11,MediumSlow,45,Field,,20,6.7,13.4,63,0,0,1,0,0,0,BipedPokemonWithTail
651,Quilladin,Quilladin,Grass,,61,78,95,56,58,57,0.7,1,29,0,70,0,0.125,2,337,0,1,36,0,0,0,0,5,13,31,MediumSlow,45,Field,,20,6.7,13.4,142,0,0,2,0,0,0,BipedPokemonWithTail
652,Chesnaught,Chesnaught,Grass,Fighting,88,107,122,74,75,64,1.6,1,90,0,70,0,0.125,3,337,1,0,0,0,0,0,0,7,32,74,MediumSlow,45,Field,,20,6.7,13.4,239,0,0,3,0,0,0,BipedPokemonWithTail
653,Fennekin,Fennekin,Fire,,40,45,40,62,60,60,0.4,1,9.4,0,70,0,0.125,1,338,0,1,16,0,0,0,0,3,8,11,MediumSlow,45,Field,,20,6.7,13.4,61,0,0,0,1,0,0,QuadrupedPokemonWithPawsAndTail
654,Braixen,Braixen,Fire,,59,59,58,90,70,73,1,1,14.5,0,70,0,0.125,2,338,0,1,36,0,0,0,0,5,13,31,MediumSlow,45,Field,,20,6.7,13.4,143,0,0,0,2,0,0,BipedPokemonWithTail
